entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
USR42811,Kevin Aurora,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR29044,Anay Prabhu,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR36551,Sarthak Nadkarni,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87180,Ayaan Dhingra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR85181,Upadhriti Pant,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR98516,Falak Sundaram,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR70803,Turvi Gupta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR77710,Idika Yadav,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR71516,R0Bert Te11A,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36577,Ladli Jani,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR34491,Laksh Kannan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41053,Harrison Purohit,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR30983,Nakul Chada,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR72547,Aashi Patla,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR29339,Brinda Wadhwa,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR48642,Charvi De,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR61371,Gagan Karnik,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43791,Jalsa Rana,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR13372,Mohammed Sidhu,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR27783,Reyansh Peri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87895,Zinal Das,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR95596,Harshil Sarkar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68627,Alexander Buch,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR70617,Umang Dass,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR77075,Nilima Sanghvi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62440,Zayyan Date,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR52503,Adweta Swamy,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR26935,Noah Naik,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR33012,Reva Ranganathan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31461,Ryan Ramaswamy,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR42437,Matthew Sawhney,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94007,Balveer Barad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR15737,David Banerjee,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR86304,Panini Halder,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR42377,Prisha Bir,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR39122,Benjamin Gour,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87436,Shaurya Saxena,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41871,Vincent Chowdhury,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR24139,Turvi Suri,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR80054,Arjun Warrior,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR36370,Brijesh Chanda,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR97629,Manbir Khanna,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR44429,Charan Radhakrishnan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR31817,Rudra Ranganathan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR37501,Raksha Naik,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR51369,Raksha Sanghvi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99927,Danie1 Narain,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR52631,Lila Shetty,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR19117,Bhavinitailor,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR46674,Kai Chaudhry,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR44626,Amruta Jaggi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40254,Falan Bath,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR80660,Rushil Balay,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR75428,Vaishnavi Gole,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR65690,Tristan Brahmbhatt,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR45583,Harrison Dutt,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR46869,Anirudh Sarin,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR89396,Anita Lad,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR34619,Manthan Shukla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62952,David Verma,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR13564,Anthony Bajaj,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR87978,Oeshi Jha,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR93261,Urmi Kant,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52699,Nicholas Suresh,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR96194,Harsh Shetty,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR10347,Amruta Bobal,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR45040,Samesh Varty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR57316,Urishilla Natarajan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR84302,Oscar Morar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68688,Avni Kala,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR94010,Dev Chandra,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR35325,Neelima Chawla,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR24692,Saumya Aggarwal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32069,Madhavsachdeva,,25.0,LOW,Transaction spend (21440) exceeds declared monthly income (6383),USER,VERIFIED
USR56007,Jatin Kakar,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR54711,Imaran Subramaniam,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93497,Jack Swaminathan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR28162,Darsh Om,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR87781,Harinakshi Choudhary,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR19893,Sanaya Maharaj,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR59422,Falan Shroff,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR76154,Theodore Shan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR65276,Ekani Sura,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR72405,Ishanvi Dhingra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR63736,Hardik Baria,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR69408,Ekanta Prabhu,,50.0,MEDIUM,KYC verification REJECTED; History of disputed transactions,USER,REJECTED
USR99051,Kamala Peri,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR83228,Balvan Purohit,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56820,Prisha Mem0N,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR76490,Raksha Lad,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR75722,Kiaan Madan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56773,Naveen Balan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78441,Ekbal Lalla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR57089,Zaid Kalla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR16714,Sara Kari,,50.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Transaction spend (21151) exceeds declared monthly income (13862),USER,VERIFIED
USR63987,Kala Subramaniam,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR51739,Max Chadha,,45.0,MEDIUM,Malformed or unverified PAN and Aadhaar records; Pre-assigned high risk segment,USER,VERIFIED
USR94690,Pranav Vora,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR27530,Gautam Chaudhari,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR29987,Chatura Manda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR14193,Niharika Buch,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR14852,Gaurangi Suri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR41515,Oni Brahmbhatt,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR36807,Ekalinga Mohan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59274,Daksh Thakkar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR59282,0Mkaar Murthy,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR90734,Upkaarkibe,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR26593,Geetika Venkatesh,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR71372,Warjas Manda,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR35408,Waida Grover,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR64425,Owen Chakrabarti,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59121,Naksh Issac,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR80220,Elijah Kaur,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR81002,Wridesh Mitra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR60594,Madhav Bassi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR66570,Saksham Nagy,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR23888,Vasudha Mishra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR82459,Giriktrivedi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR36821,Jonathan Chacko,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR88534,Yochana Yohannan,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR92613,Wakeeta Mani,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR59081,Abeer Bhat,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR49940,Oviya Mohanty,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR85247,Bhavna Tak,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR81609,George Salvi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR82327,Pranav Deep,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR96199,Vyanjana Nath,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR88673,Kavya Sidhu,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR16084,Neel Barad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61140,Widisha Zacharia,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR96624,Dalbir Ghosh,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR69765,Bhavya Virk,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR71642,Frederick Dua,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR33390,Pranit Nagarajan,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR78136,Girikdewan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR20128,Hamsini Gupta,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR35870,Rajata Gour,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR30119,Eiravati Sunder,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR40192,Yashoda Kumar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR54743,Harini Das,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR63824,Oviya Jhaveri,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR95133,Faras Nagar,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61445,Wakeeta Chokshi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR74848,Rehaan Pau,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83143,Girik Singhal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68105,Priya Kalla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR25595,Pranee1 Pate1,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR87080,Ronith Salvi,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR37153,Meera Mander,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR12443,Balhaar Raval,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR62092,Aditya Bal,,30.0,LOW,History of disputed transactions; Pre-assigned high risk segment,USER,PENDING
USR44196,Peter Apte,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR75764,Warda Badami,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR81298,Udyati Vaidya,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR33974,David Raja,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR33545,Vanya Agarwal,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR70380,Om Seth,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR68466,Jagvi Babu,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR61516,Lekha Lad,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR28336,Bhavna Rajagopalan,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR21132,Darsh Mammen,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR44154,Bhavika Srinivas,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR87085,Dakshesh Batta,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR56940,Thomas Saxena,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR87451,Ekapad Pai,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR29516,Amrita Dixit,,25.0,LOW,Transaction spend (32427) exceeds declared monthly income (20295),USER,VERIFIED
USR40760,Charita Ray,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR73255,Vasudha Lal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR50271,Samar Apte,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR79300,Daniel Ahuja,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99608,Anvi Hans,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR11146,Benjamin Sandhu,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90717,Lipika Chaudry,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR83971,Inaya Panchal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR23842,Ubika Sekhon,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR52715,Balveer Karan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR90528,Bhavini Rege,,30.0,LOW,History of disputed transactions; Pre-assigned high risk segment,USER,VERIFIED
USR18715,Parth Mukhopadhyay,,65.0,HIGH,KYC verification REJECTED; Malformed or unverified PAN and Aadhaar records,USER,REJECTED
USR64714,Girish Ratta,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR28174,Sara Bhalla,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66961,Gaurang Mishra,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR79886,Jagatvirk,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR28150,Advik Yadav,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR90591,Rohan Bedi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR63455,Matthew Chadha,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR96860,Azadsubramaniam,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR65970,Deepa Dubey,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR67008,Yochana Sastry,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR21657,Jatin Kant,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR33097,Mohini Deo,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR90484,Theodore Kunda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR17841,Reyansh Goel,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR71706,Panini Hayre,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR41737,Nandini Saini,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR11916,Andrew Balan,,20.0,LOW,History of disputed transactions,USER,VERIFIED
USR70520,Lipika Parmar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR71995,Devika Narayanan,,40.0,MEDIUM,KYC verification REJECTED,USER,REJECTED
USR11042,Jyoti Garde,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR43761,Siya Brar,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR99544,Om Kala,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR19434,Barkha Krishnan,,50.0,MEDIUM,KYC verification REJECTED; Pre-assigned high risk segment,USER,REJECTED
USR57993,Chakradev Manda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR56356,Ijaya Yogi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR15789,Jatin Lad,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR17358,Upasna Lalla,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR40988,Chasmum Subramanian,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR18613,Sim0N Dhar,,20.0,LOW,Pre-assigned high risk segment,USER,VERIFIED
USR26909,Rishi Kunda,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR93542,Amrita Sani,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR55512,Ranveer Ravi,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR79523,Matthew Saran,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR66609,Champak Johal,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR92488,Chakradhar Sagar,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR72226,0Dika Rajag0Pa1,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR76658,Ikshita Gandhi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR32568,Damini Kumer,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,VERIFIED
USR72945,Vincent Purohit,,35.0,MEDIUM,Malformed or unverified PAN and Aadhaar records,USER,PENDING
USR42994,Bishakha Kunda,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR16560,Shravya Sibal,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR86226,Jac0B Ba1Ay,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR58087,Isaiah Rastogi,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR27288,Gautam Ganesan,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR82424,Vidhi Naik,,10.0,LOW,Normal verified account behavior,USER,PENDING
USR64089,Priya Bhatti,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
USR51869,Ikbalcontractor,,20.0,LOW,Pre-assigned high risk segment,USER,PENDING
USR20688,Xiti Memon,,10.0,LOW,Normal verified account behavior,USER,VERIFIED
